Symbol,Date,StockPrice,DeliveryPercent,Volatility,PcrOI,PcrVolume,NiftyPrice,NiftyChgPrc,IndiaVix,IndiaVixChgPrc
ASIANPAINT,09-30-2019,1762.15,32.65,2.45,0.51,0.89,11474.45,-0.33,15.8725,-1.5
ASIANPAINT,10-01-2019,1766.1,18.41,2.38,0.49,0.61,11359.9,-1,16.7575,5.58
ASIANPAINT,10-04-2019,1724.4,37.9,2.28,0.52,0.98,11174.75,-1.23,17.58,-0.69
ASIANPAINT,10-07-2019,1725.15,25.5,2.21,0.53,1.09,11126.4,-0.43,17.83,1.42
ASIANPAINT,10-09-2019,1773.45,44.44,2.25,0.55,0.55,11313.3,1.68,17.155,-3.79
ASIANPAINT,10-10-2019,1778.6,31.79,2.18,0.53,0.47,11234.55,-0.7,17.2275,0.42
ASIANPAINT,10-11-2019,1790.25,44.35,2.11,0.62,0.6,11305.05,0.63,17.14,-0.51
ASIANPAINT,10-14-2019,1798.7,31.42,2.05,0.65,0.54,11341.15,0.32,17.43,1.69
ASIANPAINT,10-15-2019,1803.1,28.85,1.99,0.64,0.46,11428.3,0.77,16.85,-3.33
ASIANPAINT,10-16-2019,1765.7,47.42,2,0.61,0.88,11464,0.31,16.36,-2.91
ASIANPAINT,10-17-2019,1812.3,51.35,2.04,0.81,0.8,11586.35,1.07,15.8775,-2.95
ASIANPAINT,10-18-2019,1816.75,48.35,1.98,0.84,0.73,11661.85,0.65,15.9275,0.31
ASIANPAINT,10-22-2019,1780.2,52.12,1.98,0.67,1.01,11588.35,-0.63,16.81,5.54
ASIANPAINT,10-23-2019,1767.4,52.19,1.93,0.55,0.67,11604.1,0.14,16.535,-1.64
ASIANPAINT,10-24-2019,1790.5,49.62,1.9,0.58,0.6,11582.6,-0.19,16.24,-1.78
ASIANPAINT,10-25-2019,1796.3,41.79,1.84,0.63,0.66,11583.9,0.01,15.315,-5.7
ASIANPAINT,10-29-2019,1814.25,44.31,1.75,0.78,0.5,11786.85,1.75,16.42,7.22
ASIANPAINT,10-30-2019,1821.3,43.66,1.7,0.83,0.49,11844.1,0.49,16.6575,1.45
ASIANPAINT,10-31-2019,1809.6,48.57,1.66,1,0.49,11877.45,0.28,16.28,-2.27
ASIANPAINT,11-01-2019,1766.35,52.44,1.72,0.63,0.97,11890.6,0.11,15.7325,-3.36
ASIANPAINT,11-04-2019,1785.9,39.89,1.69,0.76,1.14,11945.15,0.46,15.925,1.22
BAJFINANCE,09-12-2018,2594,21.88,2.03,0.31,0.46,11369.9,0.73,14.25,-7.05
BAJFINANCE,09-14-2018,2672.2,23.62,2.1,0.38,0.41,11515.2,1.28,13.8425,-2.86
BAJFINANCE,09-17-2018,2604.6,18.15,2.13,0.4,0.59,11377.75,-1.19,14.495,4.71
BAJFINANCE,09-18-2018,2570.4,13.84,2.09,0.38,0.48,11278.9,-0.87,14.415,-0.55
BAJFINANCE,09-19-2018,2499.55,25.92,2.14,0.36,0.53,11234.35,-0.39,14.005,-2.84
BAJFINANCE,09-21-2018,2379.4,29.78,2.4,0.38,0.6,11143.1,-0.81,15.535,10.92
BAJFINANCE,09-24-2018,2260.8,36.89,2.64,0.38,0.52,10967.4,-1.58,17.4275,12.18
BAJFINANCE,09-25-2018,2299.2,25.65,2.59,0.42,0.65,11067.45,0.91,16.6825,-4.27
BAJFINANCE,09-26-2018,2315.55,39.67,2.52,0.44,0.55,11053.8,-0.12,17.0875,2.43
BAJFINANCE,09-27-2018,2204.2,36.2,2.73,0.35,0.89,10977.55,-0.69,16.9225,-0.97
BAJFINANCE,09-28-2018,2168,20.7,2.68,0.64,0.7,10930.45,-0.43,16.995,0.43
BAJFINANCE,10-01-2018,2208.5,25.9,2.64,0.62,0.58,11008.3,0.71,16.835,-0.94
BAJFINANCE,10-03-2018,2232.2,41.44,2.57,0.63,0.43,10858.25,-1.36,18.1175,7.62
BAJFINANCE,10-04-2018,2179.15,25.39,2.56,0.53,0.51,10599.25,-2.39,18.915,4.4
BAJFINANCE,10-05-2018,2023.3,20.96,3.08,0.48,0.62,10316.45,-2.67,19.7325,4.32
BAJFINANCE,10-08-2018,1974.85,22.2,3.04,0.4,0.51,10348.05,0.31,20.1475,2.1
BAJFINANCE,10-09-2018,2060.85,24.69,3.13,0.44,0.49,10301.05,-0.45,19.755,-1.95
BAJFINANCE,10-10-2018,2270.95,21.67,3.86,0.62,0.45,10460.1,1.54,17.9075,-9.35
BAJFINANCE,10-11-2018,2162.1,15.05,3.93,0.51,0.81,10234.65,-2.16,20.5475,14.74
BAJFINANCE,10-12-2018,2287.35,14.61,4.05,0.55,0.48,10472.5,2.32,18.6275,-9.34
BAJFINANCE,10-15-2018,2306.2,11.9,3.93,0.55,0.68,10512.5,0.38,18.885,1.38
BAJFINANCE,10-16-2018,2308.85,17.51,3.81,0.64,0.6,10584.75,0.69,17.3725,-8.01
BAJFINANCE,10-17-2018,2150.5,17.77,4.08,0.54,0.91,10453.05,-1.24,17.98,3.5
BAJFINANCE,10-19-2018,2140.5,10.77,3.96,0.48,0.85,10303.55,-1.43,19.7875,10.05
BAJFINANCE,10-22-2018,2115.35,18.92,3.85,0.49,0.67,10245.25,-0.57,21.3575,7.93
BAJFINANCE,10-23-2018,2083.35,16.5,3.75,0.43,0.47,10146.8,-0.96,19.0375,-10.86
BAJFINANCE,10-24-2018,2311.8,21.95,4.44,0.88,0.59,10224.75,0.77,18.88,-0.83
BAJFINANCE,10-25-2018,2335,15.31,4.31,0.99,0.74,10124.9,-0.98,18.9625,0.44
BAJFINANCE,10-26-2018,2338.9,18.95,4.18,1.01,0.76,10030,-0.94,19.2325,1.42
BAJFINANCE,10-29-2018,2380.45,13.88,4.08,0.96,0.46,10250.85,2.2,19.825,3.08
BAJFINANCE,10-30-2018,2356.35,15.86,3.96,0.96,0.45,10198.4,-0.51,20.5025,3.42
BAJFINANCE,10-31-2018,2382.55,27.25,3.85,0.97,0.55,10386.6,1.85,19.7975,-3.44
BAJFINANCE,11-01-2018,2418.1,29.33,3.75,0.95,0.4,10380.45,-0.06,19.1925,-3.06
BAJFINANCE,11-02-2018,2383.3,24.79,3.65,0.93,0.51,10553,1.66,18.23,-5.01
BAJFINANCE,11-05-2018,2359.4,-,3.55,0.9,0.78,10524,-0.27,19.4825,6.87
BAJFINANCE,11-06-2018,2339.75,21.91,3.45,0.84,0.31,10530,0.06,18.505,-5.02
BAJFINANCE,11-07-2018,2348.4,23.08,3.35,0.83,0.28,10598.85,0.65,17.7225,-4.23
BAJFINANCE,11-09-2018,2375.35,29.03,3.26,0.86,0.41,10585.2,-0.13,17.765,0.24
BAJFINANCE,11-12-2018,2277.6,26.45,3.32,0.8,0.52,10482.2,-0.97,19.3675,9.02
BAJFINANCE,11-13-2018,2285,27.9,3.22,0.76,0.5,10582.5,0.96,18.695,-3.47
BAJFINANCE,11-14-2018,2293.95,24.04,3.12,0.78,0.44,10576.3,-0.06,18.825,0.7
BAJFINANCE,11-15-2018,2341.3,19.71,3.07,0.79,0.37,10616.7,0.38,18.455,-1.97
BAJFINANCE,11-16-2018,2402.1,31.78,3.04,0.84,0.37,10682.2,0.62,18.35,-0.57
BAJFINANCE,11-19-2018,2360.95,35.08,2.98,0.77,0.64,10763.4,0.76,19.255,4.93
BAJFINANCE,11-20-2018,2380.1,21.06,2.9,0.74,0.47,10656.2,-1,19.3275,0.38
BAJFINANCE,11-21-2018,2430.55,17.53,2.86,0.71,0.35,10600.05,-0.53,19.555,1.18
BAJFINANCE,11-22-2018,2381.5,21.24,2.82,0.67,0.46,10526.75,-0.69,19.16,-2.02
BAJFINANCE,11-26-2018,2394.6,14.7,2.74,0.67,0.48,10628.6,0.97,20.4025,6.48
BAJFINANCE,11-27-2018,2435.45,20.92,2.69,0.71,0.53,10685.6,0.54,18.315,-10.23
BAJFINANCE,11-28-2018,2412.55,33.78,2.62,0.68,0.59,10728.85,0.4,17.96,-1.94
BAJFINANCE,11-29-2018,2506.5,39.23,2.71,0.89,0.3,10858.7,1.21,18.6975,4.11
BAJFINANCE,11-30-2018,2537.7,31.07,2.64,0.6,0.34,10876.75,0.17,19.1625,2.49
BAJFINANCE,12-03-2018,2508.65,23.6,2.58,0.53,0.54,10883.75,0.06,18.2225,-4.91
BAJFINANCE,12-04-2018,2543.55,24.32,2.52,0.56,0.41,10869.5,-0.13,18.1075,-0.63
BAJFINANCE,12-05-2018,2494.1,26.26,2.49,0.51,0.59,10782.9,-0.8,18.39,1.56
BAJFINANCE,12-06-2018,2432.4,26.38,2.49,0.5,0.63,10601.15,-1.69,19.305,4.98
BAJFINANCE,12-07-2018,2486.35,19.31,2.47,0.49,0.51,10693.7,0.87,18.59,-3.7
BAJFINANCE,12-10-2018,2395.55,22.98,2.56,0.47,0.63,10488.45,-1.92,20.4375,9.94
BAJFINANCE,12-11-2018,2426.75,19.4,2.5,0.5,0.5,10549.15,0.58,17.945,-12.2
BAJFINANCE,12-12-2018,2493.95,25.87,2.51,0.57,0.29,10737.6,1.79,15.81,-11.9
BAJFINANCE,12-13-2018,2489.1,23.82,2.43,0.54,0.34,10791.55,0.5,15.55,-1.64
BAJFINANCE,12-14-2018,2486.35,21.68,2.36,0.51,0.46,10805.45,0.13,15.1575,-2.52
BAJFINANCE,12-17-2018,2474.4,36.47,2.29,0.47,0.35,10888.35,0.77,14.54,-4.07
BAJFINANCE,12-18-2018,2532.2,27.64,2.29,0.5,0.31,10908.7,0.19,14.5775,0.26
BAJFINANCE,12-19-2018,2596.9,30.02,2.3,0.62,0.32,10967.3,0.54,14.66,0.57
BAJFINANCE,12-20-2018,2591.4,18.03,2.23,0.56,0.31,10951.7,-0.14,14.3325,-2.23
BAJFINANCE,12-21-2018,2591.25,48.67,2.16,0.53,0.44,10754,-1.81,15.9925,11.58
BAJFINANCE,12-24-2018,2564.9,17.26,2.11,0.52,0.55,10663.5,-0.84,15.75,-1.52
BAJFINANCE,12-26-2018,2567.4,19.89,2.05,0.57,0.42,10729.85,0.62,15.92,1.08
BAJFINANCE,12-27-2018,2587.15,31.14,2,0.57,0.3,10779.8,0.47,16.0725,0.96
BAJFINANCE,12-28-2018,2634.8,17.1,1.99,0.63,0.31,10859.9,0.74,15.27,-4.99
BAJFINANCE,12-31-2018,2645.15,14.72,1.93,0.59,0.32,10862.55,0.02,16,4.78
BAJFINANCE,01-01-2019,2656.85,17.37,1.87,0.6,0.49,10910.1,0.44,15.325,-4.22
BAJFINANCE,01-02-2019,2614.05,22.36,1.86,0.65,0.57,10792.5,-1.08,16.3875,6.93
BAJFINANCE,01-03-2019,2586.2,21.25,1.82,0.61,0.55,10672.25,-1.11,16.79,2.46
BAJFINANCE,01-04-2019,2576.05,14.26,1.77,0.61,0.66,10727.35,0.52,16.1625,-3.74
BAJFINANCE,01-07-2019,2553.6,17.86,1.73,0.58,0.44,10771.8,0.41,16.3025,0.87
BAJFINANCE,01-08-2019,2537.05,25.81,1.68,0.54,0.52,10802.15,0.28,15.7,-3.7
BAJFINANCE,01-09-2019,2524.35,21.64,1.63,0.53,0.49,10855.15,0.49,15.27,-2.74
BAJFINANCE,01-10-2019,2514.65,30.31,1.58,0.54,0.42,10821.6,-0.31,15.345,0.49
BAJFINANCE,01-11-2019,2514.2,29.33,1.53,0.55,0.52,10794.95,-0.25,15.3525,0.05
BAJFINANCE,01-14-2019,2544.8,27.18,1.51,0.52,0.3,10737.6,-0.53,16.1575,5.24
BAJFINANCE,01-15-2019,2604.2,30.38,1.57,0.56,0.37,10886.8,1.39,15.5825,-3.56
BAJFINANCE,01-16-2019,2569.85,29.55,1.56,0.55,0.51,10890.3,0.03,16.0775,3.18
BAJFINANCE,01-17-2019,2535.9,34.19,1.55,0.54,0.52,10905.2,0.14,16.2425,1.03
BAJFINANCE,01-18-2019,2542.9,25.46,1.5,0.54,0.41,10906.95,0.02,16.6175,2.31
BAJFINANCE,01-21-2019,2594.2,28.4,1.53,0.63,0.43,10961.85,0.5,18.1475,9.21
BAJFINANCE,01-22-2019,2621.9,21.39,1.51,0.62,0.21,10922.75,-0.36,17.985,-0.9
BAJFINANCE,01-23-2019,2634.35,19.17,1.47,0.57,0.33,10831.5,-0.84,18.085,0.56
BAJFINANCE,01-24-2019,2635.65,20,1.43,0.57,0.48,10849.8,0.17,17.435,-3.59
BAJFINANCE,01-25-2019,2599.55,28.11,1.43,0.55,0.51,10780.55,-0.64,17.69,1.46
BAJFINANCE,01-28-2019,2458.5,19.82,1.95,0.51,0.8,10661.55,-1.1,18.8975,6.83
BAJFINANCE,01-29-2019,2515.55,13.45,1.97,0.54,0.65,10652.2,-0.09,18.4275,-2.49
BAJFINANCE,01-30-2019,2595.5,26.3,2.06,0.78,0.6,10651.8,0,17.85,-3.13
BAJFINANCE,01-31-2019,2574.85,26.05,2.01,0.94,0.78,10830.95,1.68,17.1225,-4.08
BAJFINANCE,02-01-2019,2628.4,21.81,2.01,0.73,0.5,10893.65,0.58,15.72,-8.19
BAJFINANCE,02-04-2019,2594.45,24.12,1.97,0.67,0.69,10912.25,0.17,15.7225,0.02
BAJFINANCE,02-05-2019,2603.6,27.48,1.91,0.61,0.46,10934.35,0.2,15.78,0.37
BAJFINANCE,02-06-2019,2711.25,32.24,2.1,0.68,0.34,11062.45,1.17,15.63,-0.95
BAJFINANCE,02-07-2019,2696.6,22.6,2.04,0.74,0.48,11069.4,0.06,15.435,-1.25
BAJFINANCE,02-08-2019,2707.15,20.15,1.98,0.75,0.51,10943.6,-1.14,15.5675,0.86
BAJFINANCE,02-11-2019,2657.2,17.2,1.97,0.71,0.6,10888.8,-0.5,15.84,1.75
BAJFINANCE,02-12-2019,2621.8,33.01,1.94,0.66,0.54,10831.4,-0.53,15.75,-0.57
BAJFINANCE,02-13-2019,2590.55,26.05,1.9,0.64,0.69,10793.65,-0.35,15.73,-0.13
BAJFINANCE,02-14-2019,2609.2,26.21,1.85,0.63,0.43,10746.05,-0.44,15.7725,0.27
BAJFINANCE,02-15-2019,2561.1,36.42,1.85,0.54,0.68,10724.4,-0.2,16.46,4.36
BAJFINANCE,02-18-2019,2549.45,30.31,1.8,0.56,0.52,10640.95,-0.78,18,9.36
BAJFINANCE,02-19-2019,2559.8,21.2,1.75,0.56,0.44,10604.35,-0.34,18.4675,2.6
BAJFINANCE,02-20-2019,2606.15,26.49,1.75,0.58,0.57,10735.45,1.24,17.055,-7.65
BAJFINANCE,02-21-2019,2654.7,29.38,1.76,0.66,0.5,10789.85,0.51,16.0525,-5.88
BAJFINANCE,02-22-2019,2640.4,18.42,1.71,0.64,0.49,10791.65,0.02,15.45,-3.75
BAJFINANCE,02-25-2019,2657.75,24.96,1.67,0.7,0.45,10880.1,0.82,15.3575,-0.6
BAJFINANCE,02-26-2019,2657.75,20.72,1.62,0.78,0.58,10835.3,-0.41,17.115,11.44
BAJFINANCE,02-27-2019,2642,18.63,1.58,0.76,0.53,10806.65,-0.26,18.8975,10.41
BAJFINANCE,02-28-2019,2649,34.16,1.53,0.89,0.61,10792.5,-0.13,18.2775,-3.28
BAJFINANCE,03-01-2019,2660.75,24.45,1.49,0.77,0.57,10863.5,0.66,16.275,-10.96
BAJFINANCE,03-05-2019,2695.15,29.95,1.48,0.74,0.46,10987.45,1.14,15.6575,-3.79
BAJFINANCE,03-06-2019,2766.7,17.78,1.57,0.81,0.31,11053,0.6,15.61,-0.3
BAJFINANCE,03-07-2019,2734.8,22.39,1.55,0.82,0.5,11058.2,0.05,15.2925,-2.03
BAJFINANCE,03-08-2019,2768.3,15.02,1.53,0.9,0.58,11035.4,-0.21,14.94,-2.31
BAJFINANCE,03-11-2019,2791.05,24.6,1.5,0.95,0.44,11168.05,1.2,14.895,-0.3
BAJFINANCE,03-12-2019,2753.05,41.64,1.49,0.86,0.53,11301.2,1.19,15.0975,1.36
BAJFINANCE,03-13-2019,2828.15,26.27,1.59,0.92,0.34,11341.7,0.36,15.2775,1.19
BAJFINANCE,03-14-2019,2808.1,25.01,1.55,0.88,0.52,11343.25,0.01,15.15,-0.83
BAJFINANCE,03-15-2019,2860.75,41.17,1.57,0.9,0.32,11426.85,0.74,15.865,4.72
BAJFINANCE,03-18-2019,2929.55,27.34,1.63,1.06,0.39,11462.2,0.31,16.9,6.52
BAJFINANCE,03-19-2019,2920.9,25.6,1.58,0.82,0.35,11532.4,0.61,16.4925,-2.41
BAJFINANCE,03-20-2019,2868.6,39.05,1.59,0.68,0.4,11521.05,-0.1,16.0325,-2.79
BAJFINANCE,03-22-2019,2836.65,28.08,1.57,0.63,0.5,11456.9,-0.56,16.275,1.51
BAJFINANCE,03-25-2019,2849.8,26.3,1.53,0.64,0.39,11354.25,-0.9,16.6725,2.44
BAJFINANCE,03-26-2019,2934.35,24.15,1.65,0.9,0.35,11483.25,1.14,16.485,-1.12
BAJFINANCE,03-27-2019,2945.25,19.93,1.6,0.74,0.24,11445.05,-0.33,17.0475,3.41
BAJFINANCE,03-28-2019,2995.85,32,1.61,0.92,0.28,11570,1.09,16.6525,-2.32
BAJFINANCE,03-29-2019,3025,34.7,1.58,0.69,0.49,11623.9,0.47,17.185,3.2
BAJFINANCE,04-01-2019,3001.45,29.34,1.54,0.69,0.45,11669.15,0.39,18.005,4.77
BAJFINANCE,04-02-2019,3055.2,21.51,1.56,0.76,0.4,11713.2,0.38,18.0825,0.43
BAJFINANCE,04-03-2019,3046,28.74,1.51,0.74,0.43,11643.95,-0.59,18.7825,3.87
BAJFINANCE,04-04-2019,3039.45,22.38,1.46,0.75,0.62,11598,-0.39,18.65,-0.71
BAJFINANCE,04-05-2019,3114.2,25.79,1.54,0.87,0.34,11665.95,0.59,18.3925,-1.38
BAJFINANCE,04-08-2019,3024.1,36.47,1.66,0.69,0.67,11604.5,-0.53,20.1525,9.57
BAJFINANCE,04-09-2019,3008.7,34.18,1.61,0.62,0.75,11671.95,0.58,20.28,0.63
BAJFINANCE,04-10-2019,2998.35,32.72,1.56,0.57,0.5,11584.3,-0.75,21.13,4.19
BAJFINANCE,04-11-2019,3047.85,27.03,1.56,0.57,0.39,11596.7,0.11,20.9575,-0.82
BAJFINANCE,04-12-2019,3008.8,31.67,1.55,0.56,0.37,11643.45,0.4,20.9975,0.19
BAJFINANCE,04-15-2019,3022.25,25.26,1.51,0.58,0.42,11690.35,0.4,21.3875,1.86
BAJFINANCE,04-16-2019,3032.5,36.48,1.47,0.58,0.39,11787.15,0.83,21.6925,1.43
BAJFINANCE,04-18-2019,3014.45,21.72,1.43,0.58,0.43,11752.8,-0.29,22.735,4.81
BAJFINANCE,04-22-2019,2991.25,30.07,1.4,0.58,0.83,11594.45,-1.35,24.05,5.78
BAJFINANCE,04-23-2019,3035.05,15.98,1.4,0.58,0.38,11575.95,-0.16,24.645,2.47
BAJFINANCE,04-24-2019,3093.05,23.71,1.43,0.63,0.43,11726.15,1.3,23.7125,-3.78
BAJFINANCE,04-25-2019,3081,38.62,1.39,0.71,0.43,11641.8,-0.72,23.2325,-2.02
BAJFINANCE,04-26-2019,3096.85,18.43,1.35,0.68,0.64,11754.65,0.97,21.7175,-6.52
BAJFINANCE,04-30-2019,3095.95,35.24,1.31,0.65,0.82,11748.15,-0.06,21.8275,0.51
BAJFINANCE,05-02-2019,3131.75,20.97,1.3,0.65,0.47,11724.75,-0.2,22.9825,5.29
BAJFINANCE,05-03-2019,3111.85,18.95,1.27,0.63,0.41,11712.25,-0.11,24.0325,4.57
BAJFINANCE,05-06-2019,3034.3,34.26,1.38,0.61,0.71,11598.25,-0.97,26.4325,9.99
BAJFINANCE,05-07-2019,3017.05,24.07,1.35,0.61,0.72,11497.9,-0.87,26.4775,0.17
BAJFINANCE,05-08-2019,2921.3,32.49,1.53,0.57,1.05,11359.45,-1.2,26.365,-0.42
BAJFINANCE,05-09-2019,2971.35,21.19,1.54,0.84,1.02,11301.8,-0.51,25.485,-3.34
BAJFINANCE,05-10-2019,2922.85,18.22,1.55,0.81,0.73,11278.9,-0.2,26.335,3.34
BAJFINANCE,05-13-2019,2931.85,27.36,1.5,0.82,0.54,11148.2,-1.16,27.3825,3.98
BAJFINANCE,05-14-2019,2881.85,24.47,1.51,0.72,0.68,11222.05,0.66,27.1325,-0.91
BAJFINANCE,05-15-2019,3002.75,23.25,1.78,0.74,0.35,11157,-0.58,28.6575,5.62
BAJFINANCE,05-16-2019,3110.05,13.55,1.93,0.71,0.52,11257.1,0.9,28.37,-1
BAJFINANCE,05-17-2019,3301.1,18.71,2.37,1.03,0.43,11407.15,1.33,28.075,-1.04
BAJFINANCE,05-20-2019,3407.55,31.55,2.43,1.09,1,11828.25,3.69,23.675,-15.67
BAJFINANCE,05-21-2019,3433.3,30.71,2.36,1.07,0.73,11709.1,-1.01,25.6525,8.35
BAJFINANCE,05-22-2019,3448.9,27.84,2.29,1.03,0.7,11737.9,0.25,27.6325,7.72
BAJFINANCE,05-23-2019,3377.75,35.07,2.28,1.04,0.98,11657.05,-0.69,19.405,-29.77
BAJFINANCE,05-24-2019,3467.9,22.38,2.3,1.14,0.92,11844.1,1.6,16.4675,-15.14
BAJFINANCE,05-27-2019,3449,16.69,2.23,1.13,1.19,11924.75,0.68,16.19,-1.69
BAJFINANCE,05-28-2019,3409.8,41.65,2.18,1.09,1.46,11928.75,0.03,15.9225,-1.65
BAJFINANCE,05-29-2019,3409.25,24.86,2.11,1.14,0.93,11861.1,-0.57,16.4075,3.05
BAJFINANCE,05-30-2019,3481.65,25.32,2.11,1.11,0.74,11945.9,0.71,15.61,-4.86
BAJFINANCE,05-31-2019,3467.1,27.87,2.05,0.71,0.66,11922.8,-0.19,16.0675,2.93
BAJFINANCE,06-03-2019,3511.05,27.72,2.01,0.72,0.68,12088.55,1.39,15.9675,-0.62
BAJFINANCE,06-04-2019,3531.15,19.46,1.95,0.71,0.59,12021.65,-0.55,15.6275,-2.13
BAJFINANCE,06-06-2019,3452.95,29.94,1.97,0.72,1.14,11843.75,-1.48,15.525,-0.66
BAJFINANCE,06-07-2019,3509.45,13.34,1.95,0.72,0.93,11870.65,0.23,14.8575,-4.3
BAJFINANCE,06-10-2019,3519.6,20.98,1.89,0.68,0.63,11922.7,0.44,14.975,0.79
BAJFINANCE,06-11-2019,3551.85,21.82,1.85,0.7,0.56,11965.6,0.36,14.49,-3.24
BAJFINANCE,06-12-2019,3505.85,33.4,1.82,0.7,0.87,11906.2,-0.5,14.1225,-2.54
BAJFINANCE,06-13-2019,3544.5,25.14,1.78,0.75,0.86,11914.05,0.07,13.66,-3.27
BAJFINANCE,06-14-2019,3518.4,24.85,1.74,0.75,1.01,11823.3,-0.76,13.895,1.72
BAJFINANCE,06-18-2019,3509.3,22.35,1.67,0.81,0.98,11691.5,0.17,14.6,-0.34
BAJFINANCE,06-19-2019,3525.5,26.14,1.62,0.8,1.4,11691.45,0,14.73,0.89
BAJFINANCE,06-20-2019,3582.55,29.98,1.62,0.93,0.71,11831.75,1.2,14,-4.96
BAJFINANCE,06-21-2019,3565.85,34.19,1.57,0.95,0.96,11724.1,-0.91,14.61,4.36
BAJFINANCE,06-24-2019,3545.35,18.67,1.54,0.93,1.34,11699.65,-0.21,15.2225,4.19
BAJFINANCE,06-25-2019,3579.85,30.26,1.51,0.98,0.85,11796.45,0.83,15.01,-1.4
BAJFINANCE,06-26-2019,3627.95,25.32,1.5,0.94,0.5,11847.55,0.43,14.75,-1.73
BAJFINANCE,06-27-2019,3642.2,34.33,1.46,1,0.6,11841.55,-0.05,14.645,-0.71
BAJFINANCE,06-28-2019,3681.1,35.21,1.44,0.68,0.68,11788.85,-0.45,14.9525,2.1
BAJFINANCE,07-01-2019,3699,32.83,1.4,0.7,0.7,11865.6,0.65,14.6025,-2.34
BAJFINANCE,07-02-2019,3711.1,23.43,1.36,0.69,0.9,11910.3,0.38,14.25,-2.41
BAJFINANCE,07-03-2019,3715.4,31.65,1.32,0.7,0.68,11916.75,0.05,13.695,-3.89
BAJFINANCE,07-04-2019,3732.5,35.74,1.29,0.73,0.71,11946.75,0.25,13.53,-1.2
BAJFINANCE,07-05-2019,3719.15,22.9,1.25,0.75,0.73,11811.15,-1.14,13.065,-3.44
BAJFINANCE,07-08-2019,3413.3,20.72,2.43,0.57,1.43,11558.6,-2.14,13.8525,6.03
BAJFINANCE,07-09-2019,3603.1,13.29,2.7,0.82,0.75,11555.9,-0.02,13.6875,-1.19
BAJFINANCE,07-10-2019,3429.05,23.35,2.89,0.65,0.89,11498.9,-0.49,13.635,-0.38
BAJFINANCE,07-11-2019,3451.05,9.7,2.81,0.69,0.74,11582.9,0.73,12.47,-8.54
BAJFINANCE,07-12-2019,3377.5,24.18,2.77,0.59,0.77,11552.5,-0.26,11.9975,-3.79
BAJFINANCE,07-15-2019,3412.1,14.16,2.7,0.63,0.64,11588.35,0.31,12.02,0.19
BAJFINANCE,07-16-2019,3448.7,35.18,2.63,0.61,0.59,11662.6,0.64,11.56,-3.83
BAJFINANCE,07-17-2019,3463.3,22.96,2.55,0.63,0.59,11687.5,0.21,11.8,2.08
BAJFINANCE,07-18-2019,3467.65,31.24,2.47,0.65,0.44,11596.9,-0.78,11.75,-0.42
BAJFINANCE,07-19-2019,3323.1,19.47,2.61,0.55,0.9,11419.25,-1.53,12.515,6.51
BAJFINANCE,07-22-2019,3246.6,26.34,2.59,0.53,0.99,11346.2,-0.64,13.01,3.96
BAJFINANCE,07-23-2019,3276.9,28.71,2.52,0.53,0.64,11331.05,-0.13,13.4275,3.21
BAJFINANCE,07-24-2019,3173.55,27.87,2.57,0.5,0.76,11271.3,-0.53,12.76,-4.97
BAJFINANCE,07-25-2019,3046.5,17.4,2.69,0.42,0.67,11252.15,-0.17,12.635,-0.98
BAJFINANCE,07-26-2019,3264.6,15.17,3.11,0.93,0.61,11284.3,0.29,12.1325,-3.98
BAJFINANCE,07-30-2019,3249.95,19.8,2.93,0.88,0.68,11085.4,-0.93,13.6125,4.21
BAJFINANCE,07-31-2019,3252.05,18.08,2.84,0.86,0.75,11118,0.29,13.59,-0.17
BAJFINANCE,08-01-2019,3222.1,13.21,2.76,0.81,0.83,10980,-1.24,14.5575,7.12
BAJFINANCE,08-02-2019,3237.9,15.69,2.68,0.8,1.01,10997.35,0.16,15.1875,4.33
BAJFINANCE,08-05-2019,3160.05,24.28,2.67,0.75,0.77,10862.6,-1.23,16.585,9.2
BAJFINANCE,08-06-2019,3272.25,22.93,2.73,0.86,0.54,10948.25,0.79,16.12,-2.8
BAJFINANCE,08-07-2019,3265.8,10.66,2.65,0.82,0.65,10855.5,-0.85,16.74,3.85
BAJFINANCE,08-08-2019,3334.7,18.76,2.62,0.85,0.48,11032.45,1.63,16.0925,-3.87
BAJFINANCE,08-09-2019,3419.7,9.75,2.61,0.87,0.55,11109.65,0.7,15.845,-1.54
BAJFINANCE,08-13-2019,3221.85,18.98,2.92,0.71,0.81,10925.85,-1.65,17.7775,12.2
BAJFINANCE,08-14-2019,3289.95,29.43,2.88,0.77,0.52,11029.4,0.95,16.3575,-7.99
BAJFINANCE,08-16-2019,3337.2,14.17,2.81,0.84,0.67,11047.8,0.17,16.6475,1.77
BAJFINANCE,08-19-2019,3328.05,18.63,2.73,0.82,0.6,11053.9,0.06,16.7475,0.6
BAJFINANCE,08-20-2019,3294.1,13.15,2.66,0.76,0.67,11017,-0.33,16.6325,-0.69
BAJFINANCE,08-21-2019,3261.45,9.46,2.59,0.74,0.65,10918.7,-0.89,17.0225,2.34
BAJFINANCE,08-22-2019,3114.1,21.65,2.75,0.65,0.96,10741.35,-1.62,17.8525,4.88
BAJFINANCE,08-23-2019,3174.35,9.65,2.71,0.69,0.76,10829.35,0.82,17.3475,-2.83
BAJFINANCE,08-26-2019,3324.25,20.35,2.86,0.84,0.71,11057.85,2.11,16.655,-3.99
